URL,Anchor Text,Status Code,Status Text
"https://app.emergingmed.com/acc-upenn/tria","https://app.emergingmed.com/acc-upenn/trials/","302","Found (Redirected)"
"https://tinyurl.com/ycezedz8","https://tinyurl.com/ycezedz8","302","Found (Redirected)"
"https://www.dana-farber.org/research/clinical-trials/","https://www.dana-farber.org/research/clinical-trials/","302","Found (Redirected)"
"https://www.dana-farber.org/research/clinical-trials/find-a-clinical-trial/","https://www.dana-farber.org/research/clinical-trials/find-a-clinical-trial/","302","Found (Redirected)"
"http://www.dukecancerinstitute.org/clinical-trials","http://www.dukecancerinstitute.org/clinical-trials/adult/2200","302","Found (Redirected)"
"https://winshipcancer.emory.edu/patient-care/clinical-trials/index.html","https://winshipcancer.emory.edu/patient-care/clinical-trials/index.html","302","Found (Redirected)"
"https://tinyurl.com/ycr55kza","https://tinyurl.com/ycr55kza","302","Found (Redirected)"
"https://www.foxchase.org/clinical-care/search-clinical-trials","https://www.foxchase.org/clinical-care/search-clinical-trials","302","Found (Redirected)"
"https://tinyurl.com/y8bqfk89","https://tinyurl.com/y8bqfk89","302","Found (Redirected)"
"https://tinyurl.com/yadkzsgo","https://tinyurl.com/yadkzsgo","302","Found (Redirected)"
"https://www.hackensackumc.org/health-professionals/","https://www.hackensackumc.org/health-professionals/clinical-trials/","302","Found (Redirected)"
"https://tinyurl.com/y9lrnypn","https://tinyurl.com/y9lrnypn","302","Found (Redirected)"
"https://tinyurl.com/ycq9ql5u","https://tinyurl.com/ycq9ql5u","302","Found (Redirected)"
"http://cancer.columbia.edu/clinical-trials/","http://cancer.columbia.edu/clinical-trials/","302","Found (Redirected)"
"https://cancer.osu.edu/cancer-specialties/clinical-trials/find-a-clinical-trial","https://cancer.osu.edu/cancer-specialties/clinical-trials/find-a-clinical-trial","302","Found (Redirected)"
"https://trials.johnshopkins.edu/","https://trials.johnshopkins.edu/","302","Found (Redirected)"
"https://apps.ohsu.edu/research/study-participation-opportunities-system/listing.php?hcat=Adult+Cancers&cat=Sarcoma","https://apps.ohsu.edu/research/study-participation-opportunities-system/listing.php?hcat=Adult+Cancers&cat=Sarcoma","302","Found (Redirected)"
"https://tinyurl.com/y9ybtboc","https://tinyurl.com/y9ybtboc","302","Found (Redirected)"
"https://atriumhealth.org/research-clinical-trials/cancer-clinical-trials","https://www.clinicaltrialsgps.com/north-carolina/charlotte/levine-cancer-institute/facility-58831/","302","Found (Redirected)"
"https://tinyurl.com/y9uk6kln","https://tinyurl.com/y9uk6kln","302","Found (Redirected)"
"https://tinyurl.com/ya4rhyrb","https://tinyurl.com/ya4rhyrb","302","Found (Redirected)"
"https://healthcare.utah.edu/huntsmancancerinstitute/clinical-trials/search.php","https://healthcare.utah.edu/huntsmancancerinstitute/clinical-trials/","302","Found (Redirected)"
"https://tinyurl.com/y6uswwyx","https://tinyurl.com/y6uswwyx","302","Found (Redirected)"
"https://www.massgeneral.org/research/clinicaltrials/","https://www.massgeneral.org/research/clinicaltrials/","302","Found (Redirected)"
"https://tinyurl.com/y8e7tf5j","https://tinyurl.com/y8e7tf5j","302","Found (Redirected)"
"https://www.moffitt.org/cancers/sarcoma/clinical-trials/","https://www.moffitt.org/cancers/sarcoma/clinical-trials/","302","Found (Redirected)"
"https://moffitt.org/clinicaltrialssearch?cancerType=Soft+Tissue&q=","https://moffitt.org/clinicaltrialssearch?cancerType=Soft+Tissue&q=","302","Found (Redirected)"
"https://tinyurl.com/y9vpu2o8","https://tinyurl.com/y9vpu2o8","302","Found (Redirected)"
"https://www.montefiore.org/cancer-clinical-trials","https://www.montefiore.org/cancer-clinical-trials","302","Found (Redirected)"
"https://tinyurl.com/y8o84god","https://tinyurl.com/y8o84god","302","Found (Redirected)"
"https://tinyurl.com/ybdazqmt","https://tinyurl.com/ybdazqmt","302","Found (Redirected)"
"https://tinyurl.com/gt2hmb6","https://tinyurl.com/gt2hmb6","302","Found (Redirected)"
"http://www.sarctrials.org/","http://www.sarctrials.org","302","Found (Redirected)"
"https://tinyurl.com/ycwrqaly","https://tinyurl.com/ycwrqal","302","Found (Redirected)"
"http://med.stanford.edu/cancer/trials.html","http://med.stanford.edu/cancer/trials.html","302","Found (Redirected)"
"https://tinyurl.com/ycggxyjy","https://tinyurl.com/ycggxyjy","302","Found (Redirected)"
"https://icahn.mssm.edu/research/tisch/clinical-trials/patients","https://icahn.mssm.edu/research/tisch/clinical-trials/patients","302","Found (Redirected)"
"https://cancer.ucla.edu/patient-care/enroll-in-a-clinical-trial/find-a-ucla-clinical-trial","https://cancer.ucla.edu/patient-care/enroll-in-a-clinical-trial/find-a-ucla-clinical-trial","302","Found (Redirected)"
"https://tinyurl.com/ydc7o7gz","https://tinyurl.com/ydc7o7gz","302","Found (Redirected)"
"http://hillman.upmc.com/research/clinical-trials","http://hillman.upmc.com/research/clinical-tria","302","Found (Redirected)"
"https://tinyurl.com/y9th3q49","https://tinyurl.com/y9th3q49","302","Found (Redirected)"
"https://www.mdanderson.org/patients-family/search-results.html?q=Sarcoma&searchType=clinical%20trials#filter|enrollment_status:open","https://www.mdanderson.org/patients-family/diagnosis-treatment/clinical-trials.html","302","Found (Redirected)"
"https://tinyurl.com/ybeljbyk","https://tinyurl.com/ybeljbyk","302","Found (Redirected)"
"https://www.uvmhealth.org/medcenter/Pages/Clinical-Trials-and-Research.aspx","https://www.uvmhealth.org/medcenter/Pages/Clinical-Trials-and-Research.aspx","302","Found (Redirected)"
"http://www.med.uvm.edu/uvmcancercenter/clinicaltrialsgroup/cancer-trials","http://www.med.uvm.edu/uvmcancercenter/clinicaltrialsgroup/cancer-trials","302","Found (Redirected)"
"https://www.vanderbilthealth.com/cancer/51428","https://www.vanderbilthealth.com/cancer/51428","302","Found (Redirected)"
"https://www.vicc.org/clinical-trials/search","https://www.vicc.org/clinical-trials/search?f%5B0%5D=disease_site%3ASarcoma","302","Found (Redirected)"
"https://twitter.com/nationallmsf","","302","Found (Redirected)"
"https://wp.me/PaImsk-kf","shortlink","302","Found (Redirected)"
